Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,LangeTwins Family Winery & Vineyards - Tesla Destination,1525 E Jahant Rd,,Acampo,CA,95220,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.205053,-121.297073,2024-07-01,112833,2025-02-12 00:16:32 UTC,P,,,2017-07-31,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Acquiesce Winery - Tesla Destination,22353 N Tretheway Rd,,Acampo,CA,95220,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.189017,-121.179699,2024-07-01,112834,2025-02-12 00:16:32 UTC,P,,,2016-03-14,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Vincent Hill Station - Tesla Destination,553 Sierra Hwy,,Acton,CA,93510,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.50141,-118.118245,2024-07-01,112835,2025-02-12 00:16:32 UTC,P,,,2017-12-22,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Sierra Meadows - Tesla Destination,46516 Opah Dr,,Ahwahnee,CA,93601,,877-798-3752,E,,Public,,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.3634,-119.700191,2024-07-01,112836,2025-02-12 00:16:32 UTC,P,,,2018-02-08,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Almansor Court - Tesla Destination,700 S Almansor St,,Alhambra,CA,91801,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.08998,-118.116006,2024-07-01,112837,2025-02-12 00:16:32 UTC,P,,,2018-05-11,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Ayres Lodge Alpine - Tesla Destination,1251 Tavern Rd,,Alpine,CA,91901,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.839168,-116.777635,2024-07-01,112838,2025-02-12 00:16:32 UTC,P,,,2016-07-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Niles Hotel - Tesla Destination,304 S Main St,,Alturas,CA,96101,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.482442,-120.542075,2024-07-01,112839,2025-02-12 00:16:32 UTC,P,,,2016-03-18,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CADE Estate Winery - Tesla Destination,360 Howell Mountain Road South,,Angwin,CA,94508,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.560196,-122.448882,2024-07-01,112850,2025-02-12 00:16:32 UTC,P,,,2015-06-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Seascape Beach Resort - Tesla Destination,1 Seascape Resort Dr,,Aptos,CA,95003,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.950652,-121.876972,2024-07-01,112851,2025-02-12 00:16:32 UTC,P,,,2014-11-18,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Santa Anita Park - Tesla Destination,285 W Huntington Dr,,Arcadia,CA,91007,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.138739,-118.044618,2024-07-01,112852,2025-02-12 00:16:32 UTC,P,,,2016-02-08,,,,,TESLA,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Casitas Estate - Tesla Destination,2655 Lopez Dr,,Arroyo Grande,CA,93420,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.157513,-120.536378,2024-07-01,112853,2025-02-12 00:16:32 UTC,P,,,2016-11-03,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Aloha Inn - Tesla Destination,611 El Camino Real,,Arroyo Grande,CA,93420,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.121957,-120.588783,2024-07-01,112854,2025-02-12 00:16:32 UTC,P,,,2015-05-20,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Avila Lighthouse Suites - Tesla Destination,550 Front St,,Avila Beach,CA,93424,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,35.180091,-120.735481,2024-07-01,112856,2025-02-12 00:16:32 UTC,P,,,2015-01-16,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Avila Village Inn - Tesla Destination,6655 Bay Laurel Pl,,Avila Beach,CA,93424,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.189287,-120.721737,2024-07-01,112857,2025-02-12 00:16:32 UTC,P,,,2017-07-20,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Graduate Berkeley - Tesla Destination,2600 Durant Ave,,Berkeley,CA,94704,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.867942,-122.256305,2024-07-01,112859,2025-02-12 00:16:32 UTC,P,,,2018-06-13,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Claremont Club & Spa, A Fairmont Hotel - Tesla Destination",41 Tunnel Rd,,Berkeley,CA,94705,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.857507,-122.24184,2024-07-01,112860,2025-02-12 00:16:32 UTC,P,,,2016-06-09,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Mosaic Hotel Beverly Hills - Tesla Destination,125 S Spaulding Ave,,Beverly Hills,CA,90212,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,34.066124,-118.409117,2024-07-01,112861,2025-02-12 00:16:32 UTC,P,,,2017-08-11,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,AKA Beverly Hills - Tesla Destination,155 N Crescent Dr,,Beverly Hills,CA,90210,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.06794,-118.397163,2024-07-01,112862,2025-02-12 00:16:32 UTC,P,,,2015-05-07,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Luxe Rodeo Drive Hotel - Tesla Destination,360 N Rodeo Dr,,Beverly Hills,CA,90210,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.068903,-118.402524,2024-07-01,112863,2025-02-12 00:16:32 UTC,P,,,2015-09-09,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,L'Ermitage Beverly Hills - Tesla Destination,9291 Burton Way,,Beverly Hills,CA,90210,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.072382,-118.395128,2024-07-01,112864,2025-02-12 00:16:32 UTC,P,,,2015-05-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Beverly Wilshire, a Four Seasons Hotel - Tesla Destination",9500 Wilshire Blvd,,Beverly Hills,CA,90212,,877-798-3752,E,,Public,,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.066653,-118.401002,2024-07-01,112865,2025-02-12 00:16:32 UTC,P,,,2014-10-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Beverly Hilton - Tesla Destination,9876 Wilshire Blvd,,Beverly Hills,CA,90210,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.066881,-118.413267,2024-07-01,112867,2025-02-12 00:16:32 UTC,P,,,2016-10-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Post Ranch Inn - Tesla Destination,47900 State Highway 1,,Big Sur,CA,93920,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.228829,-121.764843,2024-07-01,112869,2025-02-12 00:16:32 UTC,P,,,2014-04-07,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Ventana Big Sur - Tesla Destination,48123 Hwy 1,,Big Sur,CA,93920,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.228998,-121.764704,2024-07-01,112870,2025-02-12 00:16:32 UTC,P,,,2016-12-23,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Esalen Institute - Tesla Destination,55000 Highway 1,,Big Sur,CA,93920,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.124239,-121.637041,2024-07-01,112871,2025-02-12 00:16:32 UTC,P,,,2015-04-08,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hannah Nicole Vineyards & Winery - Tesla Destination,6700 Balfour Rd,,Brentwood,CA,94513,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.923893,-121.656966,2024-07-01,112873,2025-02-12 00:16:32 UTC,P,,,2016-03-04,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Virginia Creek Settlement - Tesla Destination,70847 US-395,,Bridgeport,CA,93517,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.187013,-119.204192,2024-07-01,112874,2025-02-12 00:16:32 UTC,P,,,2016-04-15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,San Francisco Airport Marriott Waterfront - Tesla Destination,1800 Old Bayshore Hwy,,Burlingame,CA,94010,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.602645,-122.371,2024-07-01,112877,2025-02-12 00:16:32 UTC,P,,,2014-11-07,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Bergson Hotel - Tesla Destination,1010 Foothill Blvd,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.575118,-122.579171,2024-07-01,112879,2025-02-12 00:16:32 UTC,P,,,2017-03-13,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Tamber bey Vineyards - Tesla Destination,1251 Tubbs Ln,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.59546,-122.604703,2024-07-01,112880,2025-02-12 00:16:32 UTC,P,,,2015-05-12,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Old Faithful Geyser Resort - Tesla Destination,1299 Tubbs Ln,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.596348,-122.602268,2024-07-01,112881,2025-02-12 00:16:32 UTC,P,,,2017-03-27,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Chateau Montelena Winery - Tesla Destination,1429 Tubbs Ln,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.602511,-122.597651,2024-07-01,112882,2025-02-12 00:16:32 UTC,P,,,2017-10-27,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Mount View Hotel & Spa - Tesla Destination,1457 Lincoln Ave,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.579553,-122.578636,2024-07-01,112883,2025-02-12 00:16:32 UTC,P,,,2015-07-31,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Dr Wilkinson's Hot Springs Resort - Tesla Destination,1507 Lincoln Ave,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.580532,-122.578276,2024-07-01,112884,2025-02-12 00:16:32 UTC,P,,,2017-01-23,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Best Western Plus Stevenson Manor - Tesla Destination,1830 Lincoln Ave,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.584002,-122.575808,2024-07-01,112885,2025-02-12 00:16:32 UTC,P,,,2017-05-24,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Tedeschi Family Winery - Tesla Destination,2779 Grant St,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.590351,-122.594049,2024-07-01,112886,2025-02-12 00:16:32 UTC,P,,,2017-09-28,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Jericho Canyon Vineyard - Tesla Destination,3292 Old Lawley Toll Rd,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.620343,-122.593546,2024-07-01,112887,2025-02-12 00:16:32 UTC,P,,,2016-10-31,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Storybook Mountain Winery - Tesla Destination,3835 Hwy 128,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.599918,-122.639262,2024-07-01,112888,2025-02-12 00:16:32 UTC,P,,,2015-04-06,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Castello di Amorosa - Tesla Destination,4045 N St Helena Hwy,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.558501,-122.542644,2024-07-01,112889,2025-02-12 00:16:32 UTC,P,,,2015-05-06,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Davis Estates - Tesla Destination,4060 Silverado Trl N,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.569894,-122.514784,2024-07-01,112890,2025-02-12 00:16:32 UTC,P,,,2016-06-20,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Fairwinds Estate Winery - Tesla Destination,4550 Silverado Trl N,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.575397,-122.549492,2024-07-01,112891,2025-02-12 00:16:32 UTC,P,,,2017-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hans Fahden Winery - Tesla Destination,4855 Petrified Forest Rd,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.559898,-122.630428,2024-07-01,112892,2025-02-12 00:16:32 UTC,P,,,2017-07-31,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Calistoga Ranch - Tesla Destination,580 Lommel Rd,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.579938,-122.513364,2024-07-01,112893,2025-02-12 00:16:32 UTC,P,,,2015-12-08,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Solage Calistoga - Tesla Destination,755 Silverado Trl,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.584218,-122.570291,2024-07-01,112894,2025-02-12 00:16:32 UTC,P,,,2015-05-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Twomey Cellars, Calistoga - Tesla Destination",1183 Dunaweal Ln,,Calistoga,CA,94515,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.565799,-122.556772,2024-07-01,112896,2025-02-12 00:16:32 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cambria Pines Lodge - Tesla Destination,2905 Burton Dr,,Cambria,CA,93428,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.558745,-121.080119,2024-07-01,112897,2025-02-12 00:16:32 UTC,P,,,2015-04-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,El Colibri Boutique Hotel & Spa - Tesla Destination,5620 Moonstone Beach Dr,,Cambria,CA,93428,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.568983,-121.105261,2024-07-01,112898,2025-02-12 00:16:32 UTC,P,,,2014-07-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Sand Pebbles Inn - Tesla Destination,6252 Moonstone Beach Dr,,Cambria,CA,93428,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.573683,-121.112315,2024-07-01,112900,2025-02-12 00:16:32 UTC,P,,,2014-11-12,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Blue Dolphin Inn - Tesla Destination,6470 Moonstone Beach Dr,,Cambria,CA,93428,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.576504,-121.113529,2024-07-01,112901,2025-02-12 00:16:32 UTC,P,,,2014-11-12,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Sea Otter Inn - Tesla Destination,6656 Moonstone Beach Dr,,Cambria,CA,93428,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.578439,-121.115586,2024-07-01,112902,2025-02-12 00:16:32 UTC,P,,,2015-04-28,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Park Hyatt Aviara - Tesla Destination,7100 Aviara Resort Dr,,Carlsbad,CA,92056,,877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.100051,-117.285039,2024-07-01,112904,2025-02-12 00:16:32 UTC,P,,,2017-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Four Seasons Resort Aviara - Tesla Destination,7210 Blue Heron Pl,,Carlsbad,CA,92011,,877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.097038,-117.283761,2024-07-01,112905,2025-02-12 00:16:32 UTC,P,,,2014-08-29,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Carmel Valley Ranch - Tesla Destination,1 Old Ranch Rd,,Carmel,CA,93923,,877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.519392,-121.806781,2024-07-01,112906,2025-02-12 00:16:32 UTC,P,,,2015-02-06,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hyatt Carmel Highlands - Tesla Destination,120 Highlands Dr,,Carmel,CA,93923,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.501896,-121.937487,2024-07-01,112907,2025-02-12 00:16:32 UTC,P,,,2014-10-20,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Tally Ho - Tesla Destination,6th Ave,,Carmel,CA,93923,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,36.555642,-121.924563,2024-07-01,112909,2025-02-12 00:16:32 UTC,P,,,2014-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Folktale Winery & Vineyards - Tesla Destination,8940 Carmel Valley Rd,,Carmel,CA,93923,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.527964,-121.821475,2024-07-01,112910,2025-02-12 00:16:32 UTC,P,,,2018-05-30,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Joyce Vineyards - Tesla Destination,1 E Carmel Valley Rd,,Carmel Valley,CA,93924,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.477736,-121.728896,2024-07-01,112912,2025-02-12 00:16:32 UTC,P,,,2018-06-18,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Carmel Plaza Garage - Tesla Destination,Ocean Ave & Mission St,,Carmel-By-The-Sea,CA,93921,,877-798-3752,E,,Public,24 hours daily,A CREDIT D M V,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,36.554085,-121.920933,2024-07-01,112915,2025-08-07 14:48:54 UTC,P,,,2018-10-17,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Holiday Inn Express & Suites-Carpinteria - Tesla Destination,5606 Carpinteria Ave,,Carpinteria,CA,93013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.392325,-119.509539,2024-07-01,112916,2025-02-12 00:16:32 UTC,P,,,2015-02-20,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cathedral City Public Parking - Tesla Destination,68500 Ave Lalo Guerrero,,Cathedral City,CA,92234,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,33.781186,-116.465534,2024-07-01,112917,2025-02-12 00:16:32 UTC,P,,,2016-12-27,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,On the Beach Bed and Breakfast - Tesla Destination,181 N Ocean Ave,,Cayucos,CA,93430,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.449297,-120.905887,2024-07-01,112918,2025-02-12 00:16:32 UTC,P,,,2015-03-17,,,,,J1772 TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wellspring Ranch - Tesla Destination,9150 Santa Rita Rd,,Cayucos,CA,93430,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,35.494925,-120.809002,2024-07-01,112919,2025-02-12 00:16:32 UTC,P,,,2016-08-29,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
